title,species,habitat,taxa_group
908 5,Nettles,Wetlands,plant
908 5,Nettles,Built-Up,plant
908 1,Robin,Woodland,bird
908 1,Robin,Built-Up,bird
908 1,Robin,Arable,bird
908 1,Robin,Grassland,bird
908 1,Robin,Shrub,bird
908 1,Blue_tit,Woodland,bird
908 1,Blue_tit,Arable,bird
908 1,Blue_tit,Built-Up,bird
908 1,Blue_tit,Shrub,bird
908 1,Magpie,Built-Up,bird
908 1,Magpie,Arable,bird
908 1,Magpie,Woodland,bird
908 1,Magpie,Grassland,bird
908 1,Magpie,Rock,bird
908 1,Magpie,Shrub,bird
908 1,Woodpigeon,Woodland,bird
908 1,Woodpigeon,Arable,bird
908 1,Woodpigeon,Shrub,bird
908 1,Parakeet,Woodland,bird
908 1,Parakeet,Arable,bird
908 1,Parakeet,Grassland,bird
908 1,Parakeet,Shrub,bird
908 1,Parakeet,Wetlands,bird
908 1,Uknown_Small_white_butterfly,Grassland,insect
908 1,Uknown_Small_white_butterfly,Built-Up,insect
908 1,Uknown_Small_white_butterfly,Shrub,insect
908 1,Uknown_Small_white_butterfly,Grassland,insect
908 1,Uknown_Small_white_butterfly,Wetlands,insect
908 1,Buttercup_creeping,Grassland,plant
908 1,Buttercup_creeping,Grassland,plant
875 11,Robin,Woodland,bird
875 11,Robin,Built-Up,bird
875 11,Robin,Arable,bird
875 11,Robin,Grassland,bird
875 11,Robin,Shrub,bird
875 11,Cherry,Woodland,plant
875 11,Knotweed,Wetlands,plant
875 11,Knotweed,Built-Up,plant
875 11,Horsetail,Arable,plant
875 11,Nettles,Grassland,plant
875 11,Nettles,Wetlands,plant
875 11,Nettles,Built-Up,plant
875 4,Starling,Built-Up,bird
875 4,Starling,Arable,bird
875 4,Starling,Woodland,bird
875 4,Starling,Grassland,bird
875 4,Starling,Shrub,bird
875 4,Whitebeam,Woodland,plant
875 4,Dandelion,Grassland,plant
875 4,Dandelion,Built-Up,plant
875 2,Magpie,Built-Up,bird
875 2,Magpie,Arable,bird
875 2,Magpie,Woodland,bird
875 2,Magpie,Grassland,bird
875 2,Magpie,Rock,bird
875 2,Magpie,Shrub,bird
875 2,Woodpigeon,Woodland,bird
875 2,Woodpigeon,Arable,bird
875 2,Woodpigeon,Shrub,bird
875 2,Starling,Built-Up,bird
875 2,Starling,Arable,bird
875 2,Starling,Woodland,bird
875 2,Starling,Grassland,bird
875 2,Starling,Shrub,bird
875 2,Brambles,Woodland,plant
875 2,Ragwort,Grassland,plant
875 2,Ragwort,Grassland,plant
875 2,Ragwort,Grassland,plant
781 1,Magpie,Built-Up,bird
781 1,Magpie,Arable,bird
781 1,Magpie,Woodland,bird
781 1,Magpie,Grassland,bird
781 1,Magpie,Rock,bird
781 1,Magpie,Shrub,bird
781 1,Sycamore,Woodland,plant
781 1,Sycamore,Built-Up,plant
781 1,Brambles,Woodland,plant
781 1,Horsetail,Arable,plant
781 1,Common_reed,Wetlands,plant
781 1,Dandelion,Grassland,plant
781 1,Dandelion,Built-Up,plant
982 4,Goldfinch,Woodland,bird
982 4,Goldfinch,Built-Up,bird
982 4,Goldfinch,Arable,bird
982 4,Goldfinch,Grassland,bird
982 4,Goldfinch,Shrub,bird
982 4,Goldfinch,Wetlands,bird
982 4,Jackdaw,Built-Up,bird
982 4,Jackdaw,Arable,bird
982 4,Jackdaw,Woodland,bird
982 4,Jackdaw,Grassland,bird
982 4,Jackdaw,Rock,bird
982 4,Parakeet,Woodland,bird
982 4,Parakeet,Arable,bird
982 4,Parakeet,Grassland,bird
982 4,Parakeet,Shrub,bird
982 4,Parakeet,Wetlands,bird
982 4,Elder,Built-Up,plant
982 4,Brambles,Woodland,plant
982 4,Clover_white,Grassland,plant
982 4,Clover_white,Grassland,plant
982 2,Magpie,Built-Up,bird
982 2,Magpie,Arable,bird
982 2,Magpie,Woodland,bird
982 2,Magpie,Grassland,bird
982 2,Magpie,Rock,bird
982 2,Magpie,Shrub,bird
982 2,Woodpigeon,Woodland,bird
982 2,Woodpigeon,Arable,bird
982 2,Woodpigeon,Shrub,bird
982 2,Lime,Woodland,plant
982 2,Clover_white,Grassland,plant
982 2,Clover_white,Grassland,plant
830 4,Crow,Built-Up,bird
830 4,Crow,Arable,bird
830 4,Crow,Woodland,bird
830 4,Crow,Grassland,bird
830 4,Crow,Rock,bird
830 4,Crow,Shrub,bird
830 4,Crow,Wetlands,bird
830 4,Feral_pigeon,Built-Up,bird
830 4,Feral_pigeon,Rock,bird
830 4,Feral_pigeon,Arable,bird
830 4,Cherry,Woodland,plant
830 4,Clover_white,Grassland,plant
830 4,Clover_white,Grassland,plant
830 1,Blackbird,Woodland,bird
830 1,Blackbird,Built-Up,bird
830 1,Blackbird,Arable,bird
830 1,Blackbird,Grassland,bird
830 1,Blackbird,Shrub,bird
830 1,Magpie,Built-Up,bird
830 1,Magpie,Arable,bird
830 1,Magpie,Woodland,bird
830 1,Magpie,Grassland,bird
830 1,Magpie,Rock,bird
830 1,Magpie,Shrub,bird
830 1,Woodpigeon,Woodland,bird
830 1,Woodpigeon,Arable,bird
830 1,Woodpigeon,Shrub,bird
830 1,Birch,Woodland,plant
830 1,Brambles,Woodland,plant
830 1,Dandelion,Grassland,plant
830 1,Dandelion,Built-Up,plant
731 1,Magpie,Built-Up,bird
731 1,Magpie,Arable,bird
731 1,Magpie,Woodland,bird
731 1,Magpie,Grassland,bird
731 1,Magpie,Rock,bird
731 1,Magpie,Shrub,bird
731 1,Parakeet,Woodland,bird
731 1,Parakeet,Arable,bird
731 1,Parakeet,Grassland,bird
731 1,Parakeet,Shrub,bird
731 1,Parakeet,Wetlands,bird
731 3,Crow,Built-Up,bird
731 3,Crow,Arable,bird
731 3,Crow,Woodland,bird
731 3,Crow,Grassland,bird
731 3,Crow,Rock,bird
731 3,Crow,Shrub,bird
731 3,Crow,Wetlands,bird
731 3,Woodpigeon,Woodland,bird
731 3,Woodpigeon,Arable,bird
731 3,Woodpigeon,Shrub,bird
731 3,Parakeet,Woodland,bird
731 3,Parakeet,Arable,bird
731 3,Parakeet,Grassland,bird
731 3,Parakeet,Shrub,bird
731 3,Parakeet,Wetlands,bird
731 3,Oak,Woodland,plant
731 3,Buttercup_creeping,Grassland,plant
731 3,Buttercup_creeping,Grassland,plant
731 8,Crow,Built-Up,bird
731 8,Crow,Arable,bird
731 8,Crow,Woodland,bird
731 8,Crow,Grassland,bird
731 8,Crow,Rock,bird
731 8,Crow,Shrub,bird
731 8,Crow,Wetlands,bird
731 8,Woodpigeon,Woodland,bird
731 8,Woodpigeon,Arable,bird
731 8,Woodpigeon,Shrub,bird
731 8,Rowan,Woodland,plant
731 8,Rowan,Woodland,plant
731 8,Rowan,Rock,plant
731 8,Brambles,Woodland,plant
731 8,Dandelion,Grassland,plant
731 8,Dandelion,Built-Up,plant
731 4,Crow,Built-Up,bird
731 4,Crow,Arable,bird
731 4,Crow,Woodland,bird
731 4,Crow,Grassland,bird
731 4,Crow,Rock,bird
731 4,Crow,Shrub,bird
731 4,Crow,Wetlands,bird
731 4,Stockdove,Woodland,bird
731 4,Stockdove,Arable,bird
731 4,Stockdove,Rock,bird
731 4,Stockdove,Shrub,bird
731 4,Starling,Built-Up,bird
731 4,Starling,Arable,bird
731 4,Starling,Woodland,bird
731 4,Starling,Grassland,bird
731 4,Starling,Shrub,bird
731 4,Clover_white,Grassland,plant
731 4,Clover_white,Grassland,plant
731 2,Wren,Woodland,bird
731 2,Wren,Built-Up,bird
731 2,Wren,Shrub,bird
731 2,Chiffchaff,Woodland,bird
731 2,Chiffchaff,Shrub,bird
731 2,Chiffchaff,Wetlands,bird
731 2,Magpie,Built-Up,bird
731 2,Magpie,Arable,bird
731 2,Magpie,Woodland,bird
731 2,Magpie,Grassland,bird
731 2,Magpie,Rock,bird
731 2,Magpie,Shrub,bird
731 2,Woodpigeon,Woodland,bird
731 2,Woodpigeon,Arable,bird
731 2,Woodpigeon,Shrub,bird
731 2,Parakeet,Woodland,bird
731 2,Parakeet,Arable,bird
731 2,Parakeet,Grassland,bird
731 2,Parakeet,Shrub,bird
731 2,Parakeet,Wetlands,bird
731 2,Ash,Woodland,plant
731 2,Wood_avens,Woodland,plant
667 6,Crow,Built-Up,bird
667 6,Crow,Arable,bird
667 6,Crow,Woodland,bird
667 6,Crow,Grassland,bird
667 6,Crow,Rock,bird
667 6,Crow,Shrub,bird
667 6,Crow,Wetlands,bird
667 6,Feral_pigeon,Built-Up,bird
667 6,Feral_pigeon,Rock,bird
667 6,Feral_pigeon,Arable,bird
667 6,Lime,Woodland,plant
667 6,Ivy,Woodland,plant
667 6,Horsetail,Arable,plant
667 9,Goldfinch,Woodland,bird
667 9,Goldfinch,Built-Up,bird
667 9,Goldfinch,Arable,bird
667 9,Goldfinch,Grassland,bird
667 9,Goldfinch,Shrub,bird
667 9,Goldfinch,Wetlands,bird
667 9,Jackdaw,Built-Up,bird
667 9,Jackdaw,Arable,bird
667 9,Jackdaw,Woodland,bird
667 9,Jackdaw,Grassland,bird
667 9,Jackdaw,Rock,bird
667 9,Feral_pigeon,Built-Up,bird
667 9,Feral_pigeon,Rock,bird
667 9,Feral_pigeon,Arable,bird
667 9,Sycamore,Woodland,plant
667 9,Sycamore,Built-Up,plant
667 9,Dandelion,Grassland,plant
667 9,Dandelion,Built-Up,plant
422 5,Great_tit,Woodland,bird
422 5,Great_tit,Arable,bird
422 5,Great_tit,Built-Up,bird
422 5,Great_tit,Grassland,bird
422 5,Great_tit,Shrub,bird
422 5,Magpie,Built-Up,bird
422 5,Magpie,Arable,bird
422 5,Magpie,Woodland,bird
422 5,Magpie,Grassland,bird
422 5,Magpie,Rock,bird
422 5,Magpie,Shrub,bird
422 5,Poplar,Built-Up,plant
422 5,Ivy,Woodland,plant
422 5,Wood_avens,Woodland,plant
422 11,Robin,Woodland,bird
422 11,Robin,Built-Up,bird
422 11,Robin,Arable,bird
422 11,Robin,Grassland,bird
422 11,Robin,Shrub,bird
422 11,Chiffchaff,Woodland,bird
422 11,Chiffchaff,Shrub,bird
422 11,Chiffchaff,Wetlands,bird
422 11,Great_tit,Woodland,bird
422 11,Great_tit,Arable,bird
422 11,Great_tit,Built-Up,bird
422 11,Great_tit,Grassland,bird
422 11,Great_tit,Shrub,bird
422 11,Crow,Built-Up,bird
422 11,Crow,Arable,bird
422 11,Crow,Woodland,bird
422 11,Crow,Grassland,bird
422 11,Crow,Rock,bird
422 11,Crow,Shrub,bird
422 11,Crow,Wetlands,bird
422 11,Woodpigeon,Woodland,bird
422 11,Woodpigeon,Arable,bird
422 11,Woodpigeon,Shrub,bird
422 11,Parakeet,Woodland,bird
422 11,Parakeet,Arable,bird
422 11,Parakeet,Grassland,bird
422 11,Parakeet,Shrub,bird
422 11,Parakeet,Wetlands,bird
422 11,Western_honeybee,Grassland,insect
422 11,Western_honeybee,Wetlands,insect
422 11,Western_honeybee,Arable,insect
422 11,Western_honeybee,Woodland,insect
422 11,Western_honeybee,Built-Up,insect
422 11,Hawthorn,Woodland,plant
422 11,Brambles,Woodland,plant
422 11,Wood_avens,Woodland,plant
422 4,Goldfinch,Woodland,bird
422 4,Goldfinch,Built-Up,bird
422 4,Goldfinch,Arable,bird
422 4,Goldfinch,Grassland,bird
422 4,Goldfinch,Shrub,bird
422 4,Goldfinch,Wetlands,bird
422 4,Blue_tit,Woodland,bird
422 4,Blue_tit,Arable,bird
422 4,Blue_tit,Built-Up,bird
422 4,Blue_tit,Shrub,bird
422 4,Crow,Built-Up,bird
422 4,Crow,Arable,bird
422 4,Crow,Woodland,bird
422 4,Crow,Grassland,bird
422 4,Crow,Rock,bird
422 4,Crow,Shrub,bird
422 4,Crow,Wetlands,bird
422 4,Woodpigeon,Woodland,bird
422 4,Woodpigeon,Arable,bird
422 4,Woodpigeon,Shrub,bird
422 4,Marmalade,Grassland,insect
422 4,Marmalade,Wetlands,insect
422 4,Marmalade,Arable,insect
422 4,Marmalade,Woodland,insect
422 4,Marmalade,Built-Up,insect
422 4,Willow,Woodland,plant
422 4,Willow,Wetlands,plant
422 4,Brambles,Woodland,plant
422 4,Wood_avens,Woodland,plant
422 1,Robin,Woodland,bird
422 1,Robin,Built-Up,bird
422 1,Robin,Arable,bird
422 1,Robin,Grassland,bird
422 1,Robin,Shrub,bird
422 1,Blue_tit,Woodland,bird
422 1,Blue_tit,Arable,bird
422 1,Blue_tit,Built-Up,bird
422 1,Blue_tit,Shrub,bird
422 1,Woodpigeon,Woodland,bird
422 1,Woodpigeon,Arable,bird
422 1,Woodpigeon,Shrub,bird
422 1,Ash,Woodland,plant
422 1,Bindweed,Built-Up,plant
422 1,Nettles,Grassland,plant
422 1,Nettles,Wetlands,plant
422 1,Nettles,Built-Up,plant
422 7,Chiffchaff,Woodland,bird
422 7,Chiffchaff,Shrub,bird
422 7,Chiffchaff,Wetlands,bird
422 7,Parakeet,Woodland,bird
422 7,Parakeet,Arable,bird
422 7,Parakeet,Grassland,bird
422 7,Parakeet,Shrub,bird
422 7,Parakeet,Wetlands,bird
422 7,Maple,Woodland,plant
422 7,Ivy,Woodland,plant
422 7,Wood_avens,Woodland,plant
422 6,Goldfinch,Woodland,bird
422 6,Goldfinch,Built-Up,bird
422 6,Goldfinch,Arable,bird
422 6,Goldfinch,Grassland,bird
422 6,Goldfinch,Shrub,bird
422 6,Goldfinch,Wetlands,bird
422 6,Crow,Built-Up,bird
422 6,Crow,Arable,bird
422 6,Crow,Woodland,bird
422 6,Crow,Grassland,bird
422 6,Crow,Rock,bird
422 6,Crow,Shrub,bird
422 6,Crow,Wetlands,bird
422 6,Woodpigeon,Woodland,bird
422 6,Woodpigeon,Arable,bird
422 6,Woodpigeon,Shrub,bird
422 6,Parakeet,Woodland,bird
422 6,Parakeet,Arable,bird
422 6,Parakeet,Grassland,bird
422 6,Parakeet,Shrub,bird
422 6,Parakeet,Wetlands,bird
422 6,Ash,Woodland,plant
422 6,Knotweed,Wetlands,plant
422 6,Knotweed,Built-Up,plant
422 6,Common_rush,Grassland,plant
422 6,Common_rush,Wetlands,plant
422 10,Wren,Woodland,bird
422 10,Wren,Built-Up,bird
422 10,Wren,Shrub,bird
422 10,Magpie,Built-Up,bird
422 10,Magpie,Arable,bird
422 10,Magpie,Woodland,bird
422 10,Magpie,Grassland,bird
422 10,Magpie,Rock,bird
422 10,Magpie,Shrub,bird
422 10,Parakeet,Woodland,bird
422 10,Parakeet,Arable,bird
422 10,Parakeet,Grassland,bird
422 10,Parakeet,Shrub,bird
422 10,Parakeet,Wetlands,bird
422 10,Ash,Woodland,plant
422 10,Rose,Grassland,plant
422 10,Common_reed,Wetlands,plant
422 10,Wood_avens,Woodland,plant
410 1,Chiffchaff,Woodland,bird
410 1,Chiffchaff,Shrub,bird
410 1,Chiffchaff,Wetlands,bird
410 1,Blue_tit,Woodland,bird
410 1,Blue_tit,Arable,bird
410 1,Blue_tit,Built-Up,bird
410 1,Blue_tit,Shrub,bird
410 1,Woodpigeon,Woodland,bird
410 1,Woodpigeon,Arable,bird
410 1,Woodpigeon,Shrub,bird
410 1,Uknown_Small_white_butterfly,Grassland,insect
410 1,Uknown_Small_white_butterfly,Built-Up,insect
410 1,Uknown_Small_white_butterfly,Shrub,insect
410 1,Uknown_Small_white_butterfly,Grassland,insect
410 1,Uknown_Small_white_butterfly,Wetlands,insect
410 1,Ash,Woodland,plant
410 1,Brambles,Woodland,plant
410 1,Common_reed,Wetlands,plant
410 1,Ragwort,Grassland,plant
410 1,Ragwort,Grassland,plant
410 1,Ragwort,Grassland,plant
410 2,Crow,Built-Up,bird
410 2,Crow,Arable,bird
410 2,Crow,Woodland,bird
410 2,Crow,Grassland,bird
410 2,Crow,Rock,bird
410 2,Crow,Shrub,bird
410 2,Crow,Wetlands,bird
410 2,Swallow,Built-Up,bird
410 2,Swallow,Arable,bird
410 2,Swallow,Grassland,bird
410 2,Swallow,Wetlands,bird
410 2,Birch,Woodland,plant
410 2,Brambles,Woodland,plant
410 2,Wood_avens,Woodland,plant
410 3,Robin,Woodland,bird
410 3,Robin,Built-Up,bird
410 3,Robin,Arable,bird
410 3,Robin,Grassland,bird
410 3,Robin,Shrub,bird
410 3,Chiffchaff,Woodland,bird
410 3,Chiffchaff,Shrub,bird
410 3,Chiffchaff,Wetlands,bird
410 3,Long-tailed_tit,Woodland,bird
410 3,Long-tailed_tit,Built-Up,bird
410 3,Long-tailed_tit,Arable,bird
410 3,Long-tailed_tit,Shrub,bird
410 3,Long-tailed_tit,Wetlands,bird
410 3,Parakeet,Woodland,bird
410 3,Parakeet,Arable,bird
410 3,Parakeet,Grassland,bird
410 3,Parakeet,Shrub,bird
410 3,Parakeet,Wetlands,bird
410 3,Ash,Woodland,plant
410 3,Ivy,Woodland,plant
410 3,Balsam,Wetlands,plant
410 9,Blue_tit,Woodland,bird
410 9,Blue_tit,Arable,bird
410 9,Blue_tit,Built-Up,bird
410 9,Blue_tit,Shrub,bird
410 9,Magpie,Built-Up,bird
410 9,Magpie,Arable,bird
410 9,Magpie,Woodland,bird
410 9,Magpie,Grassland,bird
410 9,Magpie,Rock,bird
410 9,Magpie,Shrub,bird
410 9,Woodpigeon,Woodland,bird
410 9,Woodpigeon,Arable,bird
410 9,Woodpigeon,Shrub,bird
410 9,Ash,Woodland,plant
410 9,Brambles,Woodland,plant
410 9,Nettles,Grassland,plant
410 9,Nettles,Wetlands,plant
410 9,Nettles,Built-Up,plant
410 4,Robin,Woodland,bird
410 4,Robin,Built-Up,bird
410 4,Robin,Arable,bird
410 4,Robin,Grassland,bird
410 4,Robin,Shrub,bird
410 4,Blue_tit,Woodland,bird
410 4,Blue_tit,Arable,bird
410 4,Blue_tit,Built-Up,bird
410 4,Blue_tit,Shrub,bird
410 4,Magpie,Built-Up,bird
410 4,Magpie,Arable,bird
410 4,Magpie,Woodland,bird
410 4,Magpie,Grassland,bird
410 4,Magpie,Rock,bird
410 4,Magpie,Shrub,bird
410 4,Sycamore,Woodland,plant
410 4,Sycamore,Built-Up,plant
410 4,Brambles,Woodland,plant
410 4,Wood_avens,Woodland,plant
410 10,Robin,Woodland,bird
410 10,Robin,Built-Up,bird
410 10,Robin,Arable,bird
410 10,Robin,Grassland,bird
410 10,Robin,Shrub,bird
410 10,Magpie,Built-Up,bird
410 10,Magpie,Arable,bird
410 10,Magpie,Woodland,bird
410 10,Magpie,Grassland,bird
410 10,Magpie,Rock,bird
410 10,Magpie,Shrub,bird
410 10,Woodpigeon,Woodland,bird
410 10,Woodpigeon,Arable,bird
410 10,Woodpigeon,Shrub,bird
410 10,Ash,Woodland,plant
410 10,Brambles,Woodland,plant
410 10,Wood_avens,Woodland,plant
410 5,Chiffchaff,Woodland,bird
410 5,Chiffchaff,Shrub,bird
410 5,Chiffchaff,Wetlands,bird
410 5,Long-tailed_tit,Woodland,bird
410 5,Long-tailed_tit,Built-Up,bird
410 5,Long-tailed_tit,Arable,bird
410 5,Long-tailed_tit,Shrub,bird
410 5,Long-tailed_tit,Wetlands,bird
410 5,Magpie,Built-Up,bird
410 5,Magpie,Arable,bird
410 5,Magpie,Woodland,bird
410 5,Magpie,Grassland,bird
410 5,Magpie,Rock,bird
410 5,Magpie,Shrub,bird
410 5,Woodpigeon,Woodland,bird
410 5,Woodpigeon,Arable,bird
410 5,Woodpigeon,Shrub,bird
410 5,Marmalade,Grassland,insect
410 5,Marmalade,Wetlands,insect
410 5,Marmalade,Arable,insect
410 5,Marmalade,Woodland,insect
410 5,Marmalade,Built-Up,insect
410 5,Poplar,Built-Up,plant
410 5,Brambles,Woodland,plant
410 5,Balsam,Wetlands,plant
377 2,Wren,Woodland,bird
377 2,Wren,Built-Up,bird
377 2,Wren,Shrub,bird
377 2,Great_tit,Woodland,bird
377 2,Great_tit,Arable,bird
377 2,Great_tit,Built-Up,bird
377 2,Great_tit,Grassland,bird
377 2,Great_tit,Shrub,bird
377 2,Crow,Built-Up,bird
377 2,Crow,Arable,bird
377 2,Crow,Woodland,bird
377 2,Crow,Grassland,bird
377 2,Crow,Rock,bird
377 2,Crow,Shrub,bird
377 2,Crow,Wetlands,bird
377 2,Woodpigeon,Woodland,bird
377 2,Woodpigeon,Arable,bird
377 2,Woodpigeon,Shrub,bird
377 2,Uknown_Small_white_butterfly,Grassland,insect
377 2,Uknown_Small_white_butterfly,Built-Up,insect
377 2,Uknown_Small_white_butterfly,Shrub,insect
377 2,Uknown_Small_white_butterfly,Grassland,insect
377 2,Uknown_Small_white_butterfly,Wetlands,insect
377 2,Western_honeybee,Grassland,insect
377 2,Western_honeybee,Wetlands,insect
377 2,Western_honeybee,Arable,insect
377 2,Western_honeybee,Woodland,insect
377 2,Western_honeybee,Built-Up,insect
377 2,Ash,Woodland,plant
377 2,Brambles,Woodland,plant
377 2,Clover_white,Grassland,plant
377 2,Clover_white,Grassland,plant
377 5,Chiffchaff,Woodland,bird
377 5,Chiffchaff,Shrub,bird
377 5,Chiffchaff,Wetlands,bird
377 5,Chaffinch,Woodland,bird
377 5,Chaffinch,Built-Up,bird
377 5,Chaffinch,Arable,bird
377 5,Chaffinch,Shrub,bird
377 5,Magpie,Built-Up,bird
377 5,Magpie,Arable,bird
377 5,Magpie,Woodland,bird
377 5,Magpie,Grassland,bird
377 5,Magpie,Rock,bird
377 5,Magpie,Shrub,bird
377 5,Woodpigeon,Woodland,bird
377 5,Woodpigeon,Arable,bird
377 5,Woodpigeon,Shrub,bird
377 5,Sycamore,Woodland,plant
377 5,Sycamore,Built-Up,plant
377 5,Broad-leaved_Dock,Grassland,plant
377 5,Broad-leaved_Dock,Built-Up,plant
377 1,Chiffchaff,Woodland,bird
377 1,Chiffchaff,Shrub,bird
377 1,Chiffchaff,Wetlands,bird
377 1,Magpie,Built-Up,bird
377 1,Magpie,Arable,bird
377 1,Magpie,Woodland,bird
377 1,Magpie,Grassland,bird
377 1,Magpie,Rock,bird
377 1,Magpie,Shrub,bird
377 1,Woodpigeon,Woodland,bird
377 1,Woodpigeon,Arable,bird
377 1,Woodpigeon,Shrub,bird
377 1,Clover_white,Grassland,plant
377 1,Clover_white,Grassland,plant
377 7,Robin,Woodland,bird
377 7,Robin,Built-Up,bird
377 7,Robin,Arable,bird
377 7,Robin,Grassland,bird
377 7,Robin,Shrub,bird
377 7,Chiffchaff,Woodland,bird
377 7,Chiffchaff,Shrub,bird
377 7,Chiffchaff,Wetlands,bird
377 7,Blue_tit,Woodland,bird
377 7,Blue_tit,Arable,bird
377 7,Blue_tit,Built-Up,bird
377 7,Blue_tit,Shrub,bird
377 7,Crow,Built-Up,bird
377 7,Crow,Arable,bird
377 7,Crow,Woodland,bird
377 7,Crow,Grassland,bird
377 7,Crow,Rock,bird
377 7,Crow,Shrub,bird
377 7,Crow,Wetlands,bird
377 7,Woodpigeon,Woodland,bird
377 7,Woodpigeon,Arable,bird
377 7,Woodpigeon,Shrub,bird
377 7,Swallow,Built-Up,bird
377 7,Swallow,Arable,bird
377 7,Swallow,Grassland,bird
377 7,Swallow,Wetlands,bird
377 7,Clover_white,Grassland,plant
377 7,Clover_white,Grassland,plant
377 4,Robin,Woodland,bird
377 4,Robin,Built-Up,bird
377 4,Robin,Arable,bird
377 4,Robin,Grassland,bird
377 4,Robin,Shrub,bird
377 4,Great_tit,Woodland,bird
377 4,Great_tit,Arable,bird
377 4,Great_tit,Built-Up,bird
377 4,Great_tit,Grassland,bird
377 4,Great_tit,Shrub,bird
377 4,Magpie,Built-Up,bird
377 4,Magpie,Arable,bird
377 4,Magpie,Woodland,bird
377 4,Magpie,Grassland,bird
377 4,Magpie,Rock,bird
377 4,Magpie,Shrub,bird
377 4,Woodpigeon,Woodland,bird
377 4,Woodpigeon,Arable,bird
377 4,Woodpigeon,Shrub,bird
377 4,Ash,Woodland,plant
377 4,Brambles,Woodland,plant
377 4,Cocks_foot,Grassland,plant
377 4,Cocks_foot,Grassland,plant
377 4,Dandelion,Grassland,plant
377 4,Dandelion,Built-Up,plant
377 6,Song_thrush,Woodland,bird
377 6,Song_thrush,Built-Up,bird
377 6,Song_thrush,Arable,bird
377 6,Song_thrush,Shrub,bird
377 6,Chiffchaff,Woodland,bird
377 6,Chiffchaff,Shrub,bird
377 6,Chiffchaff,Wetlands,bird
377 6,Blue_tit,Woodland,bird
377 6,Blue_tit,Arable,bird
377 6,Blue_tit,Built-Up,bird
377 6,Blue_tit,Shrub,bird
377 6,Magpie,Built-Up,bird
377 6,Magpie,Arable,bird
377 6,Magpie,Woodland,bird
377 6,Magpie,Grassland,bird
377 6,Magpie,Rock,bird
377 6,Magpie,Shrub,bird
377 6,Woodpigeon,Woodland,bird
377 6,Woodpigeon,Arable,bird
377 6,Woodpigeon,Shrub,bird
377 6,Starling,Built-Up,bird
377 6,Starling,Arable,bird
377 6,Starling,Woodland,bird
377 6,Starling,Grassland,bird
377 6,Starling,Shrub,bird
377 6,Uknown_Small_white_butterfly,Grassland,insect
377 6,Uknown_Small_white_butterfly,Built-Up,insect
377 6,Uknown_Small_white_butterfly,Shrub,insect
377 6,Uknown_Small_white_butterfly,Grassland,insect
377 6,Uknown_Small_white_butterfly,Wetlands,insect
377 6,Brambles,Woodland,plant
377 6,Common_reed,Wetlands,plant
377 6,Bistort,Grassland,plant
377 3,Robin,Woodland,bird
377 3,Robin,Built-Up,bird
377 3,Robin,Arable,bird
377 3,Robin,Grassland,bird
377 3,Robin,Shrub,bird
377 3,Goldfinch,Woodland,bird
377 3,Goldfinch,Built-Up,bird
377 3,Goldfinch,Arable,bird
377 3,Goldfinch,Grassland,bird
377 3,Goldfinch,Shrub,bird
377 3,Goldfinch,Wetlands,bird
377 3,Long-tailed_tit,Woodland,bird
377 3,Long-tailed_tit,Built-Up,bird
377 3,Long-tailed_tit,Arable,bird
377 3,Long-tailed_tit,Shrub,bird
377 3,Long-tailed_tit,Wetlands,bird
377 3,Crow,Built-Up,bird
377 3,Crow,Arable,bird
377 3,Crow,Woodland,bird
377 3,Crow,Grassland,bird
377 3,Crow,Rock,bird
377 3,Crow,Shrub,bird
377 3,Crow,Wetlands,bird
377 3,Woodpigeon,Woodland,bird
377 3,Woodpigeon,Arable,bird
377 3,Woodpigeon,Shrub,bird
377 3,Parakeet,Woodland,bird
377 3,Parakeet,Arable,bird
377 3,Parakeet,Grassland,bird
377 3,Parakeet,Shrub,bird
377 3,Parakeet,Wetlands,bird
377 3,Garden,Grassland,insect
377 3,Garden,Woodland,insect
377 3,Garden,Built-Up,insect
377 3,Hawthorn,Woodland,plant
377 3,Brambles,Woodland,plant
377 3,Buttercup_creeping,Grassland,plant
377 3,Buttercup_creeping,Grassland,plant
821 8,Magpie,Built-Up,bird
821 8,Magpie,Arable,bird
821 8,Magpie,Woodland,bird
821 8,Magpie,Grassland,bird
821 8,Magpie,Rock,bird
821 8,Magpie,Shrub,bird
821 8,Woodpigeon,Woodland,bird
821 8,Woodpigeon,Arable,bird
821 8,Woodpigeon,Shrub,bird
821 8,Rowan,Woodland,plant
821 8,Rowan,Woodland,plant
821 8,Rowan,Rock,plant
821 8,Ivy,Woodland,plant
821 8,Clover_white,Grassland,plant
821 8,Clover_white,Grassland,plant
821 3,Blackbird,Woodland,bird
821 3,Blackbird,Built-Up,bird
821 3,Blackbird,Arable,bird
821 3,Blackbird,Grassland,bird
821 3,Blackbird,Shrub,bird
821 3,Long-tailed_tit,Woodland,bird
821 3,Long-tailed_tit,Built-Up,bird
821 3,Long-tailed_tit,Arable,bird
821 3,Long-tailed_tit,Shrub,bird
821 3,Long-tailed_tit,Wetlands,bird
821 3,Magpie,Built-Up,bird
821 3,Magpie,Arable,bird
821 3,Magpie,Woodland,bird
821 3,Magpie,Grassland,bird
821 3,Magpie,Rock,bird
821 3,Magpie,Shrub,bird
821 3,Woodpigeon,Woodland,bird
