title,distance_to_motorway_m,distance_to_aroad_or_motorway_m,distance_to_broad_or_aroad_or_motorway_m,distance_to_public_road_m,distance_to_major_river_m,distance_to_secondary_river_m,distance_to_watercourse_m,distance_to_railway_m,distance_to_woodland_m,distance_to_offroad_cyclepath_m,distance_to_large_greenspace_m,distance_to_medium_greenspace_m,distance_to_small_greenspace_m
371 9,1371,351,351,65,63,63,63,52,2323,10,2730,743,743
371 10,1868,119,119,0,600,600,154,325,1995,423,3206,1087,591
371 11,1681,45,45,45,391,391,259,233,2132,237,3027,946,672
371 12,1773,21,21,21,461,461,155,317,2162,332,3122,1051,568
372 1,1894,148,148,129,550,550,7,332,2042,410,3267,1247,357
372 2,1904,150,150,37,587,587,35,441,2141,463,3254,1174,460
372 3,2204,450,450,85,885,885,169,227,1924,300,3464,1451,243
372 4,2086,331,331,125,764,764,96,297,1995,366,3436,1347,314
372 5,2271,365,365,109,895,895,359,33,1730,492,3652,1595,50
372 6,2039,306,306,240,672,672,179,172,1877,473,3436,1416,193
372 7,2301,537,537,142,983,983,219,175,1870,271,3450,1538,193
372 8,2045,293,293,102,743,743,7,387,2054,316,3388,1279,405
372 9,2177,426,426,199,821,821,253,135,1832,470,3543,1486,151
372 10,2006,252,252,173,670,670,74,304,2003,479,3366,1305,321
372 11,2111,360,360,12,825,825,9,388,1983,222,3328,1326,402
372 12,1965,213,213,47,667,667,33,440,2054,372,3307,1200,471
373 1,2367,276,276,15,976,976,463,28,1629,535,3711,1696,4
373 2,2401,175,175,59,1195,1195,588,187,1470,468,3731,1868,167
373 3,2307,8,8,8,1268,1268,574,375,1282,549,3884,1885,355
373 4,2370,31,31,31,1203,1203,659,410,1246,639,3959,1803,387
373 5,2442,417,417,83,1172,1172,351,16,1714,358,3503,1737,36
373 6,2442,307,307,37,1184,1184,462,55,1602,414,3605,1822,35
373 7,2297,63,63,63,1277,1277,603,471,1186,611,3981,1864,449
373 8,2429,101,101,26,1155,1155,647,241,1415,543,3809,1808,218
373 9,2485,106,106,27,1055,1055,642,206,1451,623,3838,1713,183
373 10,2420,382,382,49,1070,1070,378,14,1709,403,3568,1684,39
373 11,2469,225,225,28,1139,1139,539,117,1540,488,3693,1833,94
373 12,2182,128,128,3,1405,1405,410,306,1354,383,3749,2048,285
374 1,2237,40,40,40,1337,1337,539,473,1184,547,3951,1928,453
374 2,2136,36,36,6,1439,1439,436,397,1093,473,4002,2012,382
374 3,1856,202,202,17,1486,1486,106,120,884,295,4152,2130,102
374 4,1869,125,125,3,1684,1684,119,417,1308,128,3729,1975,393
374 5,1729,2,2,2,1505,1505,44,326,1184,49,3854,1931,309
374 6,2010,118,118,14,1579,1579,267,215,925,406,4132,2118,197
374 7,1790,123,123,20,1473,1473,83,188,993,183,4043,2089,167
374 8,1896,99,99,23,1564,1564,179,223,975,281,4064,2183,205
374 9,1770,50,50,15,1493,1493,90,253,1077,126,3959,2025,232
374 10,2126,39,39,11,1451,1451,395,407,1255,404,3832,2067,385
374 11,1788,103,103,0,1604,1604,55,442,1284,63,3752,1920,425
374 12,1677,77,77,19,1494,1494,5,366,1262,0,3782,1845,368
375 1,1587,15,15,15,1344,1344,27,198,1133,15,3929,1863,224
375 2,1600,374,374,26,1141,1141,212,170,750,275,4347,1795,176
375 3,1444,278,278,20,1021,1021,283,171,873,286,4289,1765,241
375 4,1549,348,348,20,1137,1137,217,107,842,269,4260,1852,131
375 5,1512,151,151,25,1209,1209,62,45,1027,72,4063,1889,148
375 6,1504,272,272,28,1034,1034,319,235,783,222,4368,1723,233
375 7,1751,287,287,18,1365,1365,0,26,845,263,4195,2026,7
375 8,1667,191,191,18,1332,1332,32,75,953,143,4097,2025,55
375 9,1662,83,83,9,1380,1380,0,173,1058,54,3989,1958,160
375 10,1489,32,32,32,1254,1254,30,153,1146,21,3944,1797,251
375 11,1416,272,272,25,1055,1055,180,76,965,190,4186,1781,219
375 12,1351,226,226,13,974,974,217,126,973,226,4224,1702,295
376 1,1094,28,28,28,705,705,251,194,987,259,4296,1420,362
376 2,1141,239,239,105,503,503,101,501,852,280,4618,1279,287
376 3,1209,244,244,147,537,537,55,595,906,262,4701,1258,257
376 4,1437,40,40,33,840,840,184,479,726,0,4580,1469,0
376 5,1157,112,112,43,611,611,155,394,936,211,4496,1370,233
376 6,1362,40,40,18,737,737,97,525,790,61,4616,1398,51
376 7,1030,239,239,25,476,476,223,381,793,350,4513,1227,367
376 8,1180,25,25,25,691,691,230,319,995,206,4416,1439,235
376 9,1305,203,203,97,615,615,53,663,831,238,4760,1228,213
376 10,1283,37,37,26,785,785,255,331,907,136,4422,1540,163
376 11,1368,196,196,21,937,937,303,211,904,243,4310,1679,255
376 12,1299,123,123,27,652,652,33,546,852,141,4641,1347,136
377 1,1072,443,443,150,384,384,299,729,789,365,4731,1023,308
377 2,858,624,624,52,284,284,206,798,702,239,4654,810,248
377 3,1169,295,295,197,489,489,105,609,862,313,4725,1221,308
377 4,937,416,416,203,303,303,279,438,644,284,4515,1072,495
377 5,934,581,581,18,254,254,254,686,667,236,4618,960,334
377 6,983,311,311,97,403,403,262,386,722,378,4540,1155,429
377 7,958,471,471,183,277,277,277,530,649,256,4559,1063,496
377 8,1077,292,292,102,442,442,161,486,788,343,4620,1216,350
377 9,1248,257,257,124,557,557,88,666,885,282,4768,1204,267
377 10,812,696,696,66,169,169,159,681,589,148,4543,882,366
377 11,768,596,596,91,119,119,119,396,460,96,4367,885,626
377 12,851,469,469,149,247,247,190,369,567,221,4425,999,574
378 1,522,522,522,283,45,45,45,606,423,23,4328,623,585
378 2,510,510,510,349,131,131,107,704,518,80,4394,649,540
378 3,779,708,708,122,214,214,128,751,629,157,4576,798,324
378 4,501,501,501,237,43,43,13,480,301,9,4229,587,587
378 5,330,330,330,319,25,25,25,551,389,3,4183,436,436
378 6,345,345,345,318,68,68,68,740,466,48,4348,559,559
378 7,517,517,517,432,234,234,109,767,521,96,4520,537,411
378 8,756,756,756,81,109,109,97,640,528,87,4482,847,423
378 9,645,645,645,66,26,26,26,465,357,0,4312,734,601
378 10,668,668,668,244,247,247,33,797,632,51,4549,688,375
378 11,678,678,678,158,94,94,27,646,499,40,4443,776,457
378 12,431,431,431,326,47,47,38,508,322,13,4207,517,517
388 1,165,165,165,20,1628,1628,227,385,227,311,106,106,106
388 2,463,463,463,39,1207,1207,250,733,416,517,268,268,264
388 3,208,208,208,38,1438,1438,141,577,150,286,126,126,126
388 4,299,220,220,25,1539,1539,299,420,299,418,246,246,246
388 5,474,416,416,62,1314,1314,342,599,417,545,342,342,342
388 6,292,292,292,37,1412,1412,208,569,235,371,197,197,197
388 7,518,343,343,52,1361,1361,427,532,474,491,425,425,313
388 8,211,211,211,29,1506,1506,179,497,179,308,146,146,146
388 9,367,141,141,7,1592,1592,409,328,409,517,307,307,307
388 10,547,482,482,22,1230,1230,367,670,489,489,387,387,304
388 11,383,383,383,19,1311,1311,229,648,326,445,229,229,229
388 12,153,70,70,6,1724,1724,308,291,308,362,99,99,99
389 1,629,622,622,66,1082,1082,340,814,432,427,348,325,279
389 2,886,491,491,37,1131,1131,155,711,441,136,386,386,0
389 3,745,565,565,35,1098,1098,324,763,517,309,415,415,158
389 4,742,640,640,99,1033,1033,337,837,449,315,390,390,165
389 5,917,621,621,11,1007,1007,153,836,464,138,272,272,26
389 6,1031,705,705,53,907,907,51,935,412,28,160,160,36
389 7,1000,765,765,6,858,858,90,984,334,56,134,134,0
389 8,847,719,719,95,936,936,238,921,358,209,278,278,68
389 9,1057,622,622,119,979,979,9,865,497,0,226,226,0
389 10,1029,533,533,45,1067,1067,16,778,411,0,311,311,0
389 11,914,409,409,21,1202,1202,136,641,341,100,449,449,52
389 12,1039,393,393,56,1200,1200,42,659,260,78,413,413,93
390 1,1323,793,793,35,766,766,185,1112,505,162,0,0,0
390 2,1269,880,880,23,701,701,119,1152,399,83,0,0,0
390 3,1386,796,796,144,623,623,41,1161,458,203,0,0,0
390 4,1454,610,610,12,915,915,329,1055,560,386,159,159,159
390 5,1496,713,713,81,576,576,0,1102,416,230,0,0,0
390 6,1365,645,645,19,950,950,277,983,520,300,157,157,157
390 7,1131,811,811,42,791,791,9,1052,358,21,38,38,21
390 8,1137,596,596,38,995,995,49,863,449,69,211,211,74
390 9,1424,697,697,30,740,740,153,1173,505,256,0,0,0
390 10,1122,455,455,58,1134,1134,23,739,305,98,337,337,100
390 11,1593,463,463,23,939,939,389,1122,489,523,261,261,261
390 12,1117,709,709,60,889,889,10,956,453,31,140,140,51
391 1,1861,280,280,19,642,642,214,1158,214,416,221,189,189
391 2,2003,283,283,36,380,380,24,890,109,162,66,0,0
391 3,1746,524,524,57,453,453,4,895,136,133,0,0,0
391 4,1822,472,472,103,430,430,14,813,121,62,0,0,0
391 5,1555,675,675,29,544,544,45,1061,359,211,0,0,0
391 6,1913,377,377,81,405,405,21,853,71,112,0,0,0
391 7,1975,139,139,33,607,607,292,1178,298,462,319,220,220
391 8,1588,580,580,23,650,650,118,1151,333,331,58,58,58
391 9,1749,497,497,22,552,552,28,1008,162,244,0,0,0
391 10,1849,370,370,16,584,584,92,1035,92,286,83,83,83
391 11,1943,207,207,12,581,581,213,1127,218,399,239,181,181
391 12,2078,89,89,31,496,496,235,1078,280,365,291,103,103
392 1,2019,274,274,143,271,271,3,771,21,52,95,0,0
392 2,2431,71,71,11,85,85,85,724,183,91,501,147,0
392 3,2240,67,67,67,260,260,92,854,92,145,297,0,0
392 4,2159,146,146,77,316,316,120,894,155,181,219,30,30
392 5,2227,105,105,94,44,44,3,632,102,44,314,44,44
392 6,2145,149,149,149,160,160,71,722,81,11,215,0,0
392 7,2348,17,17,0,216,216,124,836,124,153,407,106,89
392 8,2107,213,213,213,100,100,26,625,129,49,207,49,49
392 9,2239,42,42,35,339,339,180,942,180,235,329,19,19
392 10,2330,55,55,55,61,61,61,520,234,31,452,162,76
392 11,2171,184,184,169,25,25,25,576,172,53,287,110,110
392 12,2452,130,130,19,267,267,253,910,266,263,536,235,131
393 1,2835,311,311,134,99,99,99,397,713,134,687,249,75
393 2,2605,151,151,146,139,139,139,438,484,187,572,353,108
393 3,2561,33,33,13,284,284,173,296,552,201,436,436,81
393 4,2728,172,172,9,299,299,50,216,732,334,506,399,267
393 5,2567,156,156,82,25,25,25,570,374,139,663,250,0
393 6,2374,14,14,14,79,79,79,514,262,49,495,189,58
393 7,2685,155,155,31,214,214,173,331,619,253,542,402,185
393 8,2459,24,24,24,169,169,169,444,369,40,509,297,34
393 9,2585,214,214,33,128,128,96,758,334,131,655,131,0
393 10,2405,17,17,17,213,213,213,383,391,36,432,309,0
393 11,2674,252,252,108,21,21,21,543,487,77,692,239,0
393 12,2717,312,312,11,56,56,3,640,491,0,785,140,85
394 1,2736,585,585,165,70,70,70,292,1063,108,626,109,45
394 2,2881,499,499,215,40,40,40,378,926,76,763,81,13
394 3,2681,714,714,177,21,21,21,370,1107,0,639,0,0
394 4,2631,684,684,98,58,58,58,265,1103,98,549,98,0
394 5,2852,674,674,252,0,0,0,523,936,85,742,28,28
394 6,2986,495,495,101,0,0,0,485,847,0,789,83,43
394 7,2975,494,494,16,46,46,46,560,780,34,728,163,93
394 8,3002,599,599,122,64,64,64,593,856,103,674,114,114
394 9,2896,360,360,50,201,201,139,246,875,236,677,248,174
394 10,2809,409,409,19,238,238,116,180,959,275,636,278,211
394 11,2645,568,568,9,216,216,101,130,946,256,492,257,146
394 12,2699,804,804,274,16,16,16,489,1006,110,722,72,72
395 1,2161,618,618,175,437,437,347,68,951,474,79,79,15
395 2,2327,872,872,26,156,156,156,197,1173,198,362,193,89
395 3,2470,712,712,20,275,275,36,37,905,306,328,313,150
395 4,2432,943,943,52,37,37,37,302,1235,78,478,74,0
395 5,2510,940,940,153,42,42,42,407,1145,0,587,0,0
395 6,2396,794,794,100,281,281,116,29,934,314,280,280,128
395 7,2209,713,713,191,321,321,321,35,1064,361,196,196,61
395 8,2572,736,736,44,67,67,67,245,1102,103,505,105,17
395 9,2612,872,872,219,46,46,46,459,1063,79,663,30,30
395 10,2331,804,804,128,263,263,208,59,1008,301,262,262,159
395 11,2075,595,595,206,430,430,430,13,1088,472,100,100,0
395 12,2197,742,742,143,282,282,282,100,1150,324,245,245,115
396 1,1847,439,439,138,589,589,589,29,1239,545,42,42,5
396 2,2028,538,538,163,487,487,487,38,1072,529,46,46,0
396 3,1675,429,429,39,624,624,624,33,1569,457,180,180,69
396 4,1832,566,566,25,458,458,458,97,1564,430,281,281,227
396 5,1953,632,632,16,401,401,401,98,1393,384,265,265,224
396 6,1587,180,180,66,851,851,851,164,1310,282,0,0,0
396 7,1620,310,310,69,731,731,731,14,1459,354,52,52,17
396 8,2071,673,673,86,351,351,351,89,1250,398,230,230,146
396 9,1864,540,540,92,495,495,495,13,1391,474,180,180,139
396 10,1730,397,397,137,639,639,639,36,1396,459,44,44,4
396 11,1734,498,498,17,545,545,545,32,1618,501,267,267,164
396 12,1669,300,300,31,733,733,733,40,1345,374,0,0,0
397 1,1435,123,123,83,922,922,922,197,1518,163,0,0,0
397 2,1300,63,63,21,941,941,941,123,1889,64,235,235,235
397 3,1507,115,115,103,917,917,917,219,1364,202,0,0,0
397 4,1524,171,171,47,867,867,867,158,1416,232,0,0,0
397 5,1623,387,387,14,652,652,652,28,1667,391,231,231,77
397 6,1336,91,91,17,962,962,962,198,1701,132,60,60,60
397 7,1325,34,34,6,1018,1018,1018,282,1597,63,0,0,0
397 8,1487,253,253,7,783,783,783,8,1721,268,144,144,79
397 9,1419,50,50,33,987,987,987,278,1434,115,18,18,18
397 10,1435,165,165,22,887,887,887,148,1593,195,0,0,0
397 11,1283,52,52,22,977,977,977,179,1834,96,179,179,179
397 12,1407,173,173,7,857,857,857,72,1768,194,134,134,134
398 1,826,263,263,10,1328,1328,1328,516,2211,281,593,593,593
398 2,683,20,20,16,1609,1609,1374,714,2102,497,614,614,492
398 3,803,252,252,9,1434,1434,1434,588,2151,351,557,557,557
398 4,921,200,200,8,1343,1343,1343,520,2019,244,421,421,421
398 5,1015,154,154,18,1227,1227,1227,387,2030,136,402,402,402
398 6,1030,64,64,35,1279,1279,1279,503,1837,155,270,270,270
398 7,993,159,159,27,1229,1229,1229,362,2110,145,480,480,480
398 8,776,132,132,9,1495,1495,1495,670,2090,395,540,540,540
398 9,694,347,347,4,1276,1276,1276,619,2339,383,730,730,730
398 10,1088,68,68,17,1135,1135,1135,275,2059,50,412,412,412
398 11,1033,22,22,22,1302,1302,1302,545,1779,176,263,263,263
398 12,914,149,149,9,1258,1258,1258,406,2206,169,577,577,577
399 1,443,342,342,8,1278,1278,1278,474,2538,625,959,959,941
399 2,378,378,378,27,1218,1218,1196,409,2637,652,1052,1052,1036
399 3,259,28,28,28,1396,1396,1162,289,2514,878,1051,863,785
399 4,279,118,118,41,1458,1458,1211,309,2548,829,1050,910,846
399 5,178,56,56,17,1352,1352,1146,208,2609,850,1140,802,802
399 6,341,318,318,24,1299,1299,1185,372,2616,725,1052,1051,983
399 7,502,254,254,16,1372,1372,1372,532,2425,590,862,862,822
399 8,554,404,404,26,1224,1224,1224,584,2482,511,881,881,881
399 9,462,432,432,6,1188,1188,1188,493,2583,576,985,985,985
399 10,592,266,266,15,1371,1371,1371,622,2350,509,776,776,776
399 11,630,396,396,12,1244,1244,1244,660,2408,439,802,802,802
399 12,188,188,188,9,1415,1415,1082,219,2681,756,1164,874,874
400 1,56,50,50,50,1139,1139,858,40,2897,604,1430,626,626
400 2,45,45,45,29,1314,1314,874,75,2907,527,1362,875,875
400 3,28,28,28,10,1303,1303,890,58,2874,566,1350,809,809
400 4,24,24,24,24,1139,1139,934,8,2823,698,1381,598,598
400 5,142,142,142,7,1208,1208,944,173,2876,537,1304,994,994
400 6,283,9,9,9,890,890,726,10,2790,622,1635,393,393
400 7,256,123,123,31,1053,1053,529,239,3116,249,1709,761,761
400 8,246,83,83,12,950,950,716,84,2869,564,1611,474,474
400 9,16,16,16,6,1256,1256,930,46,2826,633,1332,735,735
400 10,139,8,8,8,1106,1106,716,123,3039,450,1544,667,667
400 11,99,9,9,9,1205,1205,667,82,3114,322,1570,845,845
400 12,229,96,96,36,1098,1098,525,212,3192,192,1713,841,841
401 1,523,10,10,10,800,800,305,194,2957,198,1960,693,693
401 2,647,33,33,10,600,600,334,88,2689,459,2021,440,440
401 3,442,71,71,60,842,842,427,308,2922,296,1854,609,609
401 4,399,86,86,22,929,929,360,245,3106,116,1877,809,809
401 5,583,47,47,47,715,715,304,183,2849,297,1992,596,596
401 6,730,185,185,21,569,569,192,62,2754,376,2131,573,573
401 7,615,27,27,27,604,604,410,39,2635,537,1974,355,355
401 8,810,118,118,103,431,431,224,25,2561,507,2174,416,416
401 9,385,155,155,31,857,857,538,194,2865,417,1770,512,512
401 10,493,45,45,45,761,761,435,216,2818,387,1880,510,510
401 11,360,77,77,7,843,843,624,76,2790,537,1722,411,411
401 12,467,16,16,1,858,858,277,163,3095,63,1959,832,832
402 1,882,202,202,18,383,383,138,8,2564,443,2252,483,483
402 2,897,282,282,36,406,406,61,48,2658,459,2290,598,598
402 3,1081,468,468,7,214,214,55,330,2622,325,2567,906,906
402 4,1150,393,393,16,159,159,33,280,2516,272,2671,963,912
402 5,1197,519,519,47,105,105,105,203,2475,155,2572,696,696
402 6,950,333,333,7,355,355,37,161,2687,471,2503,943,943
402 7,800,300,300,35,495,495,47,143,2858,333,2332,889,889
402 8,1264,454,454,137,53,53,53,139,2511,113,2651,790,790
402 9,1093,310,310,7,240,240,44,240,2538,356,2651,885,885
402 10,1176,524,524,40,132,132,67,231,2588,225,2611,857,857
402 11,803,299,299,46,518,518,38,56,2854,328,2248,742,742
402 12,973,306,306,54,313,313,34,63,2564,368,2351,564,564
403 1,1630,75,75,12,142,142,103,105,1990,107,3197,890,468
403 2,1526,154,154,20,182,182,182,74,2233,37,2980,1119,567
403 3,1651,16,16,16,214,214,98,154,2016,0,3176,1012,410
403 4,1681,9,9,9,336,336,115,232,2128,185,3110,1181,443
403 5,1551,139,139,71,77,77,77,33,2070,92,3117,870,533
403 6,1474,244,244,9,127,127,127,43,2380,49,2861,947,696
403 7,1643,20,20,20,241,241,114,170,2074,104,3132,1101,421
403 8,1559,108,108,15,129,129,129,66,2102,0,3088,975,500
403 9,1577,123,123,37,246,246,234,136,2246,101,2990,1072,563
403 10,1457,236,236,23,131,131,131,14,2327,22,2890,1029,657
403 11,1281,297,297,12,104,104,60,181,2350,227,2838,866,779
403 12,1668,49,49,8,323,323,174,215,2211,200,3053,1086,522
404 1,1859,146,146,76,407,407,86,121,1830,189,3373,1133,203
404 2,1933,234,234,231,535,535,134,167,1872,320,3380,1323,184
404 3,2021,324,324,149,615,615,224,81,1790,388,3471,1366,103
404 4,1807,108,108,108,418,418,10,277,1975,229,3260,1248,290
404 5,1805,66,66,7,325,325,37,117,1842,152,3348,1030,288
404 6,1785,95,95,95,362,362,9,219,1927,133,3282,1139,274
404 7,1865,91,91,27,345,345,114,12,1752,256,3436,985,316
404 8,1723,14,14,11,281,281,25,225,1951,53,3245,1051,337
404 9,2126,309,309,88,723,723,315,20,1726,495,3562,1458,42
404 10,1708,13,13,13,208,208,24,164,1911,132,3276,916,408
404 11,1928,206,206,206,559,559,95,224,1936,370,3342,1353,249
404 12,1789,23,23,0,282,282,34,91,1832,181,3355,957,348
405 1,2470,46,46,13,1114,1114,721,387,1126,599,4140,1666,371
405 2,2317,56,56,6,852,852,541,197,1463,648,3800,1486,177
405 3,2427,104,104,88,1148,1148,717,450,1208,697,4039,1730,426
405 4,2521,65,65,45,1094,1094,718,229,1012,467,4205,1607,236
405 5,2408,7,7,7,827,827,664,263,1204,660,3984,1340,451
405 6,2224,23,23,23,703,703,459,241,1437,570,3765,1288,236
405 7,2436,94,94,61,918,918,667,399,1265,719,3962,1482,378
405 8,2352,74,74,74,1225,1225,631,426,1130,626,4073,1793,411
405 9,2535,104,104,22,1020,1020,764,426,1197,659,4051,1580,428
405 10,2598,110,110,110,1006,1006,806,157,1019,471,4173,1498,261
405 11,2282,122,122,24,719,719,534,354,1336,658,3853,1256,377
405 12,2490,44,44,11,1006,1006,716,363,1297,765,3980,1598,339
406 1,2519,211,211,68,1144,1144,669,80,886,337,4311,1626,120
406 2,2335,251,251,12,1318,1318,494,67,791,272,4416,1808,52
406 3,2103,264,264,32,1528,1528,285,69,762,331,4319,2034,54
406 4,2215,415,415,19,1489,1489,325,58,612,128,4516,1960,61
406 5,2347,46,46,46,1232,1232,617,398,1103,598,4099,1793,383
406 6,2484,88,88,12,1135,1135,678,210,977,435,4244,1645,204
406 7,2322,407,407,10,1398,1398,420,60,642,118,4557,1860,63
406 8,2455,266,266,10,1223,1223,591,33,810,263,4390,1699,40
406 9,2256,311,311,21,1409,1409,403,14,719,215,4436,1895,0
406 10,2257,515,515,21,1508,1508,315,162,523,20,4627,1957,165
406 11,2245,125,125,15,1363,1363,456,203,899,407,4249,1884,188
406 12,2395,21,21,16,1203,1203,621,296,1018,500,4222,1734,279
407 1,2181,547,547,68,1586,1586,236,188,478,65,4623,1954,192
407 2,1683,304,304,71,1122,1122,227,336,563,94,4547,1642,103
407 3,1828,473,473,73,1292,1292,56,230,532,234,4514,1774,234
407 4,2043,548,548,172,1401,1401,60,442,237,20,4798,1661,370
407 5,1977,570,570,133,1430,1430,50,208,478,193,4559,1843,211
407 6,1882,405,405,210,1256,1256,118,425,346,39,4718,1607,211
407 7,2065,633,633,192,1480,1480,85,288,379,77,4668,1810,290
407 8,1897,504,504,144,1337,1337,18,264,461,167,4578,1762,269
407 9,1985,525,525,253,1376,1376,0,364,330,43,4705,1705,325
407 10,1787,345,345,180,1187,1187,174,389,444,96,4643,1613,132
407 11,1939,433,433,147,1285,1285,96,487,264,16,4797,1572,267
407 12,2088,540,540,80,1543,1543,160,178,485,146,4576,1917,181
408 1,1391,91,91,87,718,718,22,617,754,143,4708,1310,101
408 2,1602,227,227,48,1037,1037,311,373,614,69,4543,1596,70
408 3,1723,183,183,10,1033,1033,237,635,413,0,4840,1360,119
408 4,1748,237,237,105,1090,1090,275,529,415,9,4752,1468,99
408 5,1446,32,32,32,811,811,10,892,622,282,5004,1079,261
408 6,1472,45,45,32,776,776,0,740,655,253,4838,1217,113
408 7,1378,120,120,63,709,709,76,829,715,336,4920,1110,225
408 8,1824,289,289,70,1140,1140,205,604,316,72,4855,1421,197
408 9,1326,188,188,77,635,635,51,674,809,234,4769,1225,199
408 10,1616,96,96,75,948,948,185,580,535,93,4738,1393,1
408 11,1652,214,214,133,1047,1047,309,438,537,0,4626,1538,1
408 12,1504,76,76,76,894,894,212,493,660,7,4611,1468,0
409 1,1370,105,105,105,744,744,36,931,696,355,5022,1026,303
409 2,1075,402,402,159,472,472,330,889,757,413,4844,892,151
409 3,1164,277,277,9,675,675,308,1117,606,416,5048,752,58
409 4,1256,175,175,24,792,792,307,1001,601,486,5165,746,142
409 5,1144,344,344,142,506,506,270,862,824,488,4867,965,219
409 6,1001,440,440,139,545,545,240,1047,559,272,4907,696,3
409 7,1300,160,160,50,758,758,181,1032,722,481,5130,867,201
409 8,1407,38,38,38,883,883,212,908,666,440,5232,891,298
409 9,1002,487,487,73,373,373,350,809,791,356,4745,907,211
409 10,1141,331,331,125,579,579,271,992,704,437,4953,848,104
409 11,1050,380,380,94,651,651,268,1026,482,283,5006,626,0
409 12,901,575,575,57,347,347,245,853,706,265,4717,795,185
410 1,521,521,521,464,200,200,147,711,481,133,4566,470,366
410 2,638,638,638,337,328,328,28,821,582,8,4620,547,322
410 3,757,681,681,324,349,349,10,751,367,0,4826,418,104
410 4,975,511,511,113,501,501,123,801,232,144,5077,377,0
410 5,797,666,666,162,343,343,125,887,637,145,4683,688,233
410 6,605,605,605,477,169,169,169,566,353,119,4766,259,212
410 7,1043,417,417,42,595,595,214,903,329,242,5093,475,14
